Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
8,1722202537300,28/07/2024 21:35:37,1722206137300,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by contamination concerns and excessive washing, showering, cleaning, or avoidance behaviors?",response,value,No disruption at all.,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 1: Q4,5,object-11
9,1722202537301,28/07/2024 21:35:37,1722206137301,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by contamination concerns and excessive washing, showering, cleaning, or avoidance behaviors?",response,quantised,1,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 1: Q4,5,object-11
10,1722202537301,28/07/2024 21:35:37,1722206137301,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"How difficult is it for you to disregard thoughts about contamination and refrain from behaviors such as washing, showering, cleaning, and other decontamination routines when you try to do so?",response,value,A little difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 1: Q5,6,object-12
11,1722202537302,28/07/2024 21:35:37,1722206137302,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"How difficult is it for you to disregard thoughts about contamination and refrain from behaviors such as washing, showering, cleaning, and other decontamination routines when you try to do so?",response,quantised,2,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 1: Q5,6,object-12
12,1722202537302,28/07/2024 21:35:37,1722206137302,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,About how much time have you spent each day thinking about the possibility of harm or disasters and engaging in checking or efforts to get reassurance that such things do not (or did not) occur?,response,value,Between 3 and 8 hours each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 2: Q1,2,object-17
13,1722202537303,28/07/2024 21:35:37,1722206137303,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,About how much time have you spent each day thinking about the possibility of harm or disasters and engaging in checking or efforts to get reassurance that such things do not (or did not) occur?,response,quantised,4,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 2: Q1,2,object-17
14,1722202537303,28/07/2024 21:35:37,1722206137303,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,To what extent have you avoided situations so that you did not have to check for danger or worry about possible harm or disasters?,response,value,None at all,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 2: Q2,3,object-18
15,1722202537304,28/07/2024 21:35:37,1722206137304,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,To what extent have you avoided situations so that you did not have to check for danger or worry about possible harm or disasters?,response,quantised,1,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 2: Q2,3,object-18
16,1722202537304,28/07/2024 21:35:37,1722206137304,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"When you think about the possibility of harm or disasters, or if you cannot check or get reassurance about these things, how distressed or anxious did you become?",response,value,Mildly distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 2: Q3,4,object-19
17,1722202537305,28/07/2024 21:35:37,1722206137305,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"When you think about the possibility of harm or disasters, or if you cannot check or get reassurance about these things, how distressed or anxious did you become?",response,quantised,2,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 2: Q3,4,object-19
18,1722202537305,28/07/2024 21:35:37,1722206137305,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by thoughts about harm or disasters and excessive checking or asking for reassurance?",response,value,"A little disruption, but I mostly function well",,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 2: Q4,5,object-20
19,1722202537306,28/07/2024 21:35:37,1722206137306,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by thoughts about harm or disasters and excessive checking or asking for reassurance?",response,quantised,2,,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 2: Q4,5,object-20
20,1722202537306,28/07/2024 21:35:37,1722206137306,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,How difficult is it for you to disregard thoughts about possible harm or disasters and refrain from checking or reassurance-seeking behaviors when you try to do so?,response,value,A little difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 2: Q5,6,object-21
21,1722202537307,28/07/2024 21:35:37,1722206137307,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,How difficult is it for you to disregard thoughts about possible harm or disasters and refrain from checking or reassurance-seeking behaviors when you try to do so?,response,quantised,2,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 2: Q5,6,object-21
22,1722202537307,28/07/2024 21:35:37,1722206137307,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,About how much time have you spent each day with unwanted unpleasant thoughts and with behavioral or mental actions to deal with them?,response,value,Less than 1 hour each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 3: Q1,2,object-26
23,1722202537308,28/07/2024 21:35:37,1722206137308,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,About how much time have you spent each day with unwanted unpleasant thoughts and with behavioral or mental actions to deal with them?,response,quantised,2,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 3: Q1,2,object-26
24,1722202537309,28/07/2024 21:35:37,1722206137309,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent have you been avoiding situations, places, objects and other reminders (e.g., numbers, people) that trigger unwanted or unpleasant thoughts?",response,value,None at all,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 3: Q2,3,object-27
25,1722202537309,28/07/2024 21:35:37,1722206137309,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent have you been avoiding situations, places, objects and other reminders (e.g., numbers, people) that trigger unwanted or unpleasant thoughts?",response,quantised,1,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 3: Q2,3,object-27
26,1722202537310,28/07/2024 21:35:37,1722206137310,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,When unwanted or unpleasant thoughts come to mind against your will how distressed or anxious did you become?,response,value,Mildly distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 3: Q3,4,object-28
27,1722202537310,28/07/2024 21:35:37,1722206137310,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,When unwanted or unpleasant thoughts come to mind against your will how distressed or anxious did you become?,response,quantised,2,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 3: Q3,4,object-28
28,1722202537311,28/07/2024 21:35:37,1722206137311,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by unwanted and unpleasant thoughts and efforts to avoid or deal with such thoughts?",response,value,No disruption at all,,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 3: Q4,5,object-29
29,1722202537311,28/07/2024 21:35:37,1722206137311,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by unwanted and unpleasant thoughts and efforts to avoid or deal with such thoughts?",response,quantised,1,,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 3: Q4,5,object-29
30,1722202537312,28/07/2024 21:35:37,1722206137312,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,How difficult is it for you to disregard unwanted or unpleasant thoughts and refrain from using behavioral or mental acts to deal with them when you try to do so?,response,value,Not at all difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 3: Q5,6,object-30
31,1722202537313,28/07/2024 21:35:37,1722206137313,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,How difficult is it for you to disregard unwanted or unpleasant thoughts and refrain from using behavioral or mental acts to deal with them when you try to do so?,response,quantised,1,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 3: Q5,6,object-30
32,1722202537314,28/07/2024 21:35:37,1722206137314,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"About how much time have you spent each day with unwanted thoughts about symmetry, order, or balance and with behaviors intended to achieve symmetry, order or balance?",response,value,Less than 1 hour each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 4: Q1,2,object-35
33,1722202537314,28/07/2024 21:35:37,1722206137314,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"About how much time have you spent each day with unwanted thoughts about symmetry, order, or balance and with behaviors intended to achieve symmetry, order or balance?",response,quantised,2,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 4: Q1,2,object-35
34,1722202537315,28/07/2024 21:35:37,1722206137315,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent have you been avoiding situations, places or objects associated with feelings that something is not symmetrical or “just right?”",response,value,None at all,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 4: Q2,3,object-36
35,1722202537315,28/07/2024 21:35:37,1722206137315,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent have you been avoiding situations, places or objects associated with feelings that something is not symmetrical or “just right?”",response,quantised,1,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 4: Q2,3,object-36
36,1722202537316,28/07/2024 21:35:37,1722206137316,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"When you have the feeling of something being “not just right,” how distressed or anxious did you become?",response,value,Mildly distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 4: Q3,4,object-37
37,1722202537318,28/07/2024 21:35:37,1722206137318,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"When you have the feeling of something being “not just right,” how distressed or anxious did you become?",response,quantised,2,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 4: Q3,4,object-37
38,1722202537319,28/07/2024 21:35:37,1722206137319,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by the feeling of things being “not just right,” and efforts to put things in order or make them feel right?",response,value,No disruption at all.,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 4: Q4,5,object-38
39,1722202537321,28/07/2024 21:35:37,1722206137321,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by the feeling of things being “not just right,” and efforts to put things in order or make them feel right?",response,quantised,1,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 4: Q4,5,object-38
40,1722202537323,28/07/2024 21:35:37,1722206137323,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"How difficult is it for you to disregard thoughts about the lack of symmetry and order, and refrain from urges to arrange things in order or repeat certain behaviors when you try to do so?",response,value,Not at all difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 4: Q5,6,object-39
41,1722202537324,28/07/2024 21:35:37,1722206137324,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"How difficult is it for you to disregard thoughts about the lack of symmetry and order, and refrain from urges to arrange things in order or repeat certain behaviors when you try to do so?",response,quantised,1,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 4: Q5,6,object-39
42,1722202537326,28/07/2024 21:35:37,1722206137326,1,28/07/2024 23:35:37,179131,14,questionnaire-ephm,,39246574,BLIND,11510688,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1368x912,1368x761,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1722324957226,30/07/2024 07:35:57,1722328557226,1,30/07/2024 09:35:57,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1722325168058,30/07/2024 07:39:28,1722328768058,1,30/07/2024 09:39:28,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,About how much time have you spent each day thinking about contamination and engaging in washing or cleaning behaviors because of contamination?,response,value,None at all,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 1: Q1,2,object-8
3,1722325168058,30/07/2024 07:39:28,1722328768058,1,30/07/2024 09:39:28,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,About how much time have you spent each day thinking about contamination and engaging in washing or cleaning behaviors because of contamination?,response,quantised,1,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 1: Q1,2,object-8
4,1722325168058,30/07/2024 07:39:28,1722328768058,1,30/07/2024 09:39:28,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent have you avoided situations in order to prevent concerns with contamination or having to spend time washing, cleaning, or showering?",response,value,None at all,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 1: Q2,3,object-9
5,1722325168059,30/07/2024 07:39:28,1722328768059,1,30/07/2024 09:39:28,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent have you avoided situations in order to prevent concerns with contamination or having to spend time washing, cleaning, or showering?",response,quantised,1,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 1: Q2,3,object-9
6,1722325168059,30/07/2024 07:39:28,1722328768059,1,30/07/2024 09:39:28,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"If you had thoughts about contamination but could not wash, clean, or shower (or otherwise remove the contamination), how distressed or anxious did you become?",response,value,Not at all distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 1: Q3,4,object-10
7,1722325168060,30/07/2024 07:39:28,1722328768060,1,30/07/2024 09:39:28,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"If you had thoughts about contamination but could not wash, clean, or shower (or otherwise remove the contamination), how distressed or anxious did you become?",response,quantised,1,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 1: Q3,4,object-10
8,1722325168060,30/07/2024 07:39:28,1722328768060,1,30/07/2024 09:39:28,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by contamination concerns and excessive washing, showering, cleaning, or avoidance behaviors?",response,value,No disruption at all.,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 1: Q4,5,object-11
9,1722325168061,30/07/2024 07:39:28,1722328768061,1,30/07/2024 09:39:28,179131,14,questionnaire-ephm,,39271719,BLIND,11517134,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1488x714,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by contamination concerns and excessive washing, showering, cleaning, or avoidance behaviors?",response,quantised,1,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 1: Q4,5,object-11
